Ticket not found,Talep bulunamadı,
Ticket not found for the provided key.,Verilen anahtar için talep bulunamadı.,
Ticket Priority,Talep Önceliği,
Ticket Reopen status,Talep Yeniden Açılma durumu,
Ticket Routing,Talep Yönlendirme,
Ticket Split From,Talep Bölünmüş Kaynak,
Ticket Summary,Talep Özeti,
Ticket Type,Talep Türü,
Ticket type,Talep türü,
Ticket type is mandatory,Talep türü zorunludur,
Ticket-Search Analysis,Talep-Arama Analizi,
Tickets,Talepler,
Tickets can only be assigned to agents,Talepler yalnızca temsilcilere atanabilir,
Title,Başlık,
Title Slug,Başlık Kısa Adı,
To,Alıcı,
To Date,Bitiş Tarihi,
To Date cannot be before From Date,"Bitiş Tarihi, Başlangıç Tarihi'nden önce olamaz",
Top Result,En İyi Sonuç,
Total,Toplam,
Total Hold Time,Toplam Bekleme Süresi,
Total Holidays,Toplam Tatil Günü,
Total Ticket,Toplam Talep,
Tuesday,Salı,
Type,Tür,
Type a message,Bir mesaj yazın,
Unassignment condition,Atama kaldırma koşulu,
Unauthorized Access,Yetkisiz Erişim,
Unauthorized access.,Yetkisiz erişim.,
Unclassified,Sınıflandırılmamış,
Understanding ticket view,Talep görünümünü anlama,
Unsaved,Kaydedilmedi,
Unsaved changes,Kaydedilmemiş değişiklikler,
Unspecified,Belirtilmemiş,
Untitled,Başlıksız,
Update status to,Durumu şuna güncelle,
URL/Method,URL/Yöntem,
User,Kullanıcı,
User Not found,Kullanıcı bulunamadı,
User Resolution Time,Kullanıcı Çözüm Süresi,
Users,Kullanıcılar,
Valid From,Geçerlilik Başlangıç Tarihi,
via,üzerinden,
Via Customer Portal,Müşteri Portalı Üzerinden,
viewed this,görüntüledi,
Views,Görüntüleme,
Violet,Mor,
Wednesday,Çarşamba,
Weekly,Haftalık,
Weekly Off,Haftalık İzin,
"When enabled, the ticket status will automatically change to the status selected below whenever the agent responds to a ticket.
","Etkinleştirildiğinde, temsilci talebe yanıt verdiğinde talep durumu aşağıda seçilen duruma otomatik olarak değişir.
",
Word,Kelime,
Workday,Çalışma Günü,
Workday {0} has been repeated.,{0} iş günü tekrarlandı.,
Workflow,İş Akışı,
Working Hours,Çalışma Saatleri,
Yearly,Yıllık,
Yellow,Sarı,
You are all caught up!,Tüm bildirimleriniz güncel!,
You are not allowed to view this dashboard data.,Bu pano verilerini görüntüleme izniniz yok.,
You are not permitted to access this resource.,Bu kaynağa erişim izniniz yok.,
You are not permitted to add a comment,Yorum ekleme izniniz yok,
You can change the default calling medium from the settings,Varsayılan arama ortamını ayarlardan değiştirebilirsiniz,
You cannot disable the default SLA.,Varsayılan SLA'yı devre dışı bırakamazsınız.,
You cannot set more than one Default Priority.,Birden fazla Varsayılan Öncelik belirleyemezsiniz.,
You have already provided feedback for this ticket.,Bu talep için zaten geri bildirim verdiniz.,
You must set one SLA as Default. Please check the Default SLA option.,Bir SLA'yı Varsayılan olarak ayarlamalısınız. Lütfen Varsayılan SLA seçeneğini işaretleyin.,
{0} hours ago,{0} saat önce,
Send Invites,Davetleri Gönder,
Clear All,Tümünü Temizle,
No agents found,Ajan bulunamadı,
Categories,Kategoriler,
Create a ticket &rightarrow;,Ticket oluştur &rightarrow;,
Created By,Oluşturan,
Enabled,Etkin,
Name,İsim,
No answers found,Cevap bulunamadı,
No members found,Üye bulunamadı,
Press enter to search,Aramak için Enter'a basın,
Searching...,Aranıyor...,
You are all caught up!,Hepsi tamam!,
Loading...,Yükleniyor...,
Activity,Aktivite,
added a,ekledi,
Add recurring holidays such as weekends.,Hafta sonu gibi tekrarlayan tatilleri ekleyin.,
Apps,Uygulamalar,
Assignee,Atanan,
changes from,değişiklikler,
Choose how long this SLA policy will be active.,Bu SLA politikasının ne kadar süre aktif olacağını seçin.,
Choose the duration of this holiday list.,Bu tatil listesinin süresini seçin.,
Choose the email service provider you want to configure.,Yapılandırmak istediğiniz e-posta servis sağlayıcısını seçin.,
comment,yorum,
Details,Detaylar,
Edit Email,E-postayı Düzenle,
Email,E-posta,
emails/ comments,e-postalar/ yorumlar,
Field Dependencies,Alan Bağımlılıkları,
Holidays,Tatiller,
Hrs,Saat,
in,içinde,
Min,Dakika,
No field dependencies found.,Alan bağımlılığı bulunamadı.,
No items in the list,Listede öğe yok,
No options found,Seçenek bulunamadı,
No priorities in the list,Listede öncelik yok,
No shortcuts defined,Kısayol tanımlanmamış,
No teams found,Takım bulunamadı,
No workdays in the list,Listede çalışma günü yok,
Other,Diğer,
Pending Invites,Bekleyen Davetler,
Pick an option,Bir seçenek seçin,
Please add an email account to continue.,Devam etmek için lütfen bir e-posta hesabı ekleyin.,
Please select a child field first,Lütfen önce bir alt alan seçin,
Please select a parent field first,Lütfen önce bir üst alan seçin,
Please select a parent value first,Lütfen önce bir üst değer seçin,
Priority,Öncelik,
Rename,Yeniden Adlandır,
Searched for:,Aranan:,
Sec,Saniye,
Select a rating,Bir değerlendirme seçin,
Select child field value,Alt alan değeri seçin,
Select parent field value,Üst alan değeri seçin,
Select time,Zaman seçin,
Service Level Agreements (SLAs),Hizmet Seviyesi Anlaşmaları (SLA),
Settings,Ayarlar,
Setup Email,E-posta Kurulumu,
Status,Durum,
Telephony,Telefon,
TO:,KIME:,
Valid from,Geçerlilik başlangıcı,
via,üzerinden,
(View All),(Tümünü Gör),
View Name,Görünüm Adı,
Add New Customer,Yeni Müşteri Ekle,
No Customers Found,Müşteri Bulunamadı,
New customer,Yeni müşteri,
All available priorities have already been added,Tüm mevcut öncelikler zaten eklenmiş,
Article created,Makale oluşturuldu,
Article deleted,Makale silindi,
Article moved,Makale taşındı,
Articles deleted,Makaleler silindi,
Articles moved,Makaleler taşındı,
Article updated,Makale güncellendi,
Assignment rule created,Atama kuralı oluşturuldu,
Assignment rule deleted,Atama kuralı silindi,
Assignment rule duplicated,Atama kuralı kopyalandı,
Assignment rule updated,Atama kuralı güncellendi,
At least one email is required,En az bir e-posta gereklidir,
At least one email required,En az bir e-posta gerekli,
A workday with this name already exists,Bu adda bir iş günü zaten mevcut,
Brand logo updated,Marka logosu güncellendi,
Cannot enable rule without adding users in it,Kullanıcı eklemeden kural etkinleştirilemez,
Category created,Kategori oluşturuldu,
Category deleted,Kategori silindi,
Category merged,Kategori birleştirildi,
Category updated,Kategori güncellendi,
Comment cannot be empty,Yorum boş olamaz,
Comment deleted,Yorum silindi,
Comment updated,Yorum güncellendi,
Contact created,İletişim oluşturuldu,
Contact invited successfully,İletişim başarıyla davet edildi,
Contact updated,İletişim güncellendi,
Contact with email already exists,Bu e-posta ile iletişim zaten mevcut,
Copied to clipboard,Panoya kopyalandı,
Create New Contact,Yeni İletişim Oluştur,
Customer created,Müşteri oluşturuldu,
Customer name is required,Müşteri adı gereklidir,
Customer updated,Müşteri güncellendi,
Email account created,E-posta hesabı oluşturuldu,
Email account updated successfully,E-posta hesabı başarıyla güncellendi,
Email should not be empty,E-posta boş olmamalıdır,
Emails pulled successfully,E-postalar başarıyla çekildi,
Enter a valid email,Geçerli bir e-posta girin,
Enter a valid phone number,Geçerli bir telefon numarası girin,
Error updating customer,Müşteri güncellenirken hata oluştu,
Error uploading file,Dosya yüklenirken hata oluştu,
Error: Unable to find the holiday to update,Hata: Güncellenecek tatil bulunamadı,
"Failed to update, please try again","Güncelleme başarısız, lütfen tekrar deneyin",
"Favicon updated, please refresh the page to see the changes","Favicon güncellendi, değişiklikleri görmek için sayfayı yenileyin",
Field dependency deleted successfully,Alan bağımlılığı başarıyla silindi,
Field dependency updated successfully.,Alan bağımlılığı başarıyla güncellendi.,
First name should not be empty,Ad boş olmamalıdır,
Holiday already exists,Tatil zaten mevcut,
Holiday list created,Tatil listesi oluşturuldu,
Holiday list deleted,Tatil listesi silindi,
Holiday list duplicated,Tatil listesi kopyalandı,
Holiday list updated,Tatil listesi güncellendi,
Holiday with the same day and repetition already exists,Aynı gün ve tekrarla tatil zaten mevcut,
"Invalid file type, only PNG and JPG images are allowed","Geçersiz dosya türü, yalnızca PNG ve JPG görsellere izin verilir",
Invitation cancelled successfully,Davet başarıyla iptal edildi,
Invites sent successfully!,Davetler başarıyla gönderildi!,
Item(s) deleted successfully,Öğe(ler) başarıyla silindi,
No changes to save,Kaydedilecek değişiklik yok,
Please fill all required fields,Lütfen tüm gerekli alanları doldurun,
Please fill all required fields for Exotel,Lütfen Exotel için tüm gerekli alanları doldurun,
Please fill all required fields for Twilio,Lütfen Twilio için tüm gerekli alanları doldurun,
Please fix the errors in the form,Lütfen formdaki hataları düzeltin,
Please select a day of the week,Lütfen haftanın bir gününü seçin,
Please select a priority,Lütfen bir öncelik seçin,
Please select at least one repetition option,Lütfen en az bir tekrar seçeneği seçin,
Resolution time must be a positive number,Çözüm süresi pozitif bir sayı olmalıdır,
Response time must be a positive number,Yanıt süresi pozitif bir sayı olmalıdır,
SLA policy created,SLA politikası oluşturuldu,
SLA policy deleted,SLA politikası silindi,
SLA policy duplicated,SLA politikası kopyalandı,
SLA policy status updated,SLA politikası durumu güncellendi,
SLA policy updated,SLA politikası güncellendi,
SLA set as default cannot be disabled,Varsayılan olarak ayarlanan SLA devre dışı bırakılamaz,
Subject is required,Konu gereklidir,
Team created,Takım oluşturuldu,
Team deleted,Takım silindi,
Team renamed,Takım yeniden adlandırıldı,
Telephony settings updated!,Telefon ayarları güncellendi!,
Ticket closed,Ticket kapatıldı,
Ticket merged successfully,Ticket başarıyla birleştirildi,
Ticket not found,Ticket bulunamadı,
Ticket split successfully,Ticket başarıyla bölündü,
Ticket updated,Ticket güncellendi,
Unable to make call.,Arama yapılamıyor.,
Workday added,İş günü eklendi,
Workday updated,İş günü güncellendi,
Comma separated emails to invite,Davet etmek için virgülle ayrılmış e-postalar,
"Easily invite new agents, managers, or admins","Kolayca yeni temsilciler, yöneticiler veya yöneticiler davet edin",
Send Invites,Davetleri Gönder,
Configure your telephony settings.,Telefon ayarlarınızı yapılandırın.,
"Set your team's working days, hours, and holidays using a template or custom schedule.","Ekibinizin çalışma günlerini, saatlerini ve tatillerini bir şablon veya özel program kullanarak ayarlayın.",
Customise Helpdesk with your own branding.,Yardım Masasını kendi markanızla özelleştirin.,
Manage your email accounts and configure incoming and outgoing settings.,E-posta hesaplarınızı yönetin ve gelen ve giden ayarlarını yapılandırın.,
Create and manage teams and assign agents to specific teams.,"Takımlar oluşturun, yönetin ve belirli takımlara temsilciler atayın.",
"Can work on tickets, create custom views and manage private views.","Biletler üzerinde çalışabilir, özel görünümler oluşturabilir ve özel görünümleri yönetebilir.",
Response did not help,Yanıt yardımcı olmadı,
No resolution provided,Çözüm sağlanmadı,
Delayed response time,Gecikmeli yanıt süresi,
"Adequate help, bit slow","Yeterli yardım, biraz yavaş",
Clear guidance given,Net yönlendirme verildi,
"Helpful answers, reasonable wait","Faydalı cevaplar, makul bekleme",
Quick and precise solutions,Hızlı ve kesin çözümler,
"Prompt, informative support","Hızlı, bilgilendirici destek",
Exceptional support experience,Olağanüstü destek deneyimi,
"Instant, top-notch help","Anında, birinci sınıf yardım",
Tell us more,Daha fazla ayrıntı,
Today,Bugün,
Last 7 Days,Son 7 Gün,
Last 30 Days,Son 30 Gün,
Last 60 Days,Son 60 Gün,
Last 90 Days,Son 90 Gün,
Custom Range,Özel Aralık,
Select Range,Aralık Seçin,
Period,Dönem,
Tickets by Team,Ekibe Göre Talepler,
Percentage of Total Tickets by Team,Toplam Taleplerin Ekibe Göre Yüzdesi,
Total Tickets by Team,Ekibe Göre Toplam Talepler,
Tickets by Type,Türe Göre Talepler,
Percentage of Total Tickets by Type,Toplam Taleplerin Türe Göre Yüzdesi,
Total Tickets by Type,Türe Göre Toplam Talepler,
Tickets by Priority,Önceliğe Göre Talepler,
Percentage of Total Tickets by Priority,Toplam Taleplerin Önceliğe Göre Yüzdesi,
Total Tickets by Priority,Önceliğe Göre Toplam Talepler,
Tickets by Channel,Kanala Göre Talepler,
Percentage of Total Tickets by Channel,Toplam Taleplerin Kanala Göre Yüzdesi,
Ticket Trend,Talep Trendi,
Average tickets per day is around {0},Günlük ortalama talep sayısı yaklaşık {0},
Feedback Trend,Geri Bildirim Trendi,
Average feedback rating per day is around {0} stars,Günlük ortalama geri bildirim puanı yaklaşık {0} yıldız,
Rated Tickets,Puanlanan Talepler,
Type,Tür,
Add,Ekle,
Enter Customer,Müşteri Girin,
Enter Team,Ekip Girin,
Select Priority,Öncelik Seçin,
Select Ticket Type,Talep Türü Seçin,
Recent Tickets,Son Talepler,
Similar Tickets,Benzer Talepler,
Completed,Tamamlandı,
Replied,Yanıtlandı,
Closed,Kapatıldı,
% SLA Fulfilled,% SLA Yerine Getirildi,
% of tickets created that were resolved within SLA,SLA içinde çözülen oluşturulan taleplerin %'si,
@John could you please look into this?,@John bu konuya bakabilir misiniz?,
@me,@ben,
A short description,Kısa bir açıklama,
API Key,API Anahtarı,
API Secret,API Gizli Anahtarı,
Accept,Kabul Et,
Account Name,Hesap Adı,
Account SID,Hesap SID,
Active,Aktif,
Add Column,Sütun Ekle,
Add Column After,Sonrasına Sütun Ekle,
Add Column Before,Öncesine Sütun Ekle,
Add Filter,Filtre Ekle,
Add Holiday,Tatil Ekle,
Add Holidays,Tatiller Ekle,
Add New Article,Yeni Makale Ekle,
Add Recurring Holiday,Yinelenen Tatil Ekle,
Add Row After,Sonrasına Satır Ekle,
Add Row Before,Öncesine Satır Ekle,
Add Sort,Sıralama Ekle,
Add a subject for the new ticket,Yeni talep için konu ekleyin,
Add condition group,Koşul grubu ekle,
Add new,Yeni ekle,
Align Center,Ortala,
Align Left,Sola Hizala,
Align Right,Sağa Hizala,
Any,Herhangi,
Apply,Uygula,
Are you sure you want to delete this team? This action cannot be reversed!,Bu ekibi silmek istediğinizden emin misiniz? Bu işlem geri alınamaz!,
Ask a question...,Bir soru sorun...,
Assign Condition JSON,Atama Koşulu JSON,
Assign To,Şuna Ata,
Assign by workload,İş yüküne göre ata,
Assigned to,Atanan,
At least one feedback option must be enabled for rating {0},{0} değerlendirmesi için en az bir geri bildirim seçeneği etkin olmalıdır,
Auth Token,Kimlik Doğrulama Token,
Auto-rotate,Otomatik döndür,
Avg. Feedback Rating,Ort. Geri Bildirim Puanı,
Avg. First Response,Ort. İlk Yanıt,
Avg. Resolution,Ort. Çözüm,
Avg. feedback rating for the tickets resolved,Çözülen talepler için ortalama geri bildirim puanı,
Avg. time taken to first respond to a ticket,Bir talebe ilk yanıt vermek için geçen ortalama süre,
Avg. time taken to resolve a ticket,Bir talebi çözmek için geçen ortalama süre,
Back,Geri,
Between,Arasında,
Blockquote,Alıntı,
Bold,Kalın,
Brand Favicon,Marka Favicon,
Brand Logo,Marka Logosu,
Bug,Hata,
Bullet List,Madde İşaretli Liste,
Business Holidays,İş Tatilleri,
Busy,Meşgul,
Call Received By,Çağrıyı Alan,
Caller,Arayan,
Calling Medium,Arama Ortamı,
Calls,Aramalar,
Cancel,İptal,
Canceled,İptal Edildi,
Clear,Temizle,
Clear Sort,Sıralamayı Temizle,
Clear all Filter,Tüm Filtreleri Temizle,
Clear all filters,Tüm filtreleri temizle,
Close Ticket,Talebi Kapat,
Code,Kod,
Comments,Yorumlar,
Confirm,Onayla,
Confirm Delete,Silmeyi Onayla,
Confirm overwrite,Üzerine yazmayı onayla,
Create New,Yeni Oluştur,
Create dependencies between fields to dynamically control options based on user selections.,Kullanıcı seçimlerine göre seçenekleri dinamik olarak kontrol etmek için alanlar arasında bağımlılıklar oluşturun.,
Create new business holiday,Yeni iş tatili oluştur,
Created,Oluşturuldu,
Created On,Oluşturulma Tarihi,
Customer Query Resolved,Müşteri Sorgusu Çözüldü,
Customise your Helpdesk,Yardım Masanızı Özelleştirin,
Day,Gün,
Days,Günler,
Default Incoming,Varsayılan Gelen,
Default Outgoing,Varsayılan Giden,
Default medium,Varsayılan ortam,
Delete,Sil,
Delete Article,Makaleyi Sil,
Delete Column,Sütunu Sil,
Delete Comment,Yorumu Sil,
Delete Row,Satırı Sil,
Delete Table,Tabloyu Sil,
Delete articles?,Makaleleri sil?,
Delete category?,Kategoriyi sil?,
Delete team,Ekibi sil,
Desk,Masaüstü,
Detailed explanation,Detaylı açıklama,
Disable Agent,Temsilciyi Devre Dışı Bırak,
Discard,Vazgeç,
Discard Article,Makaleyi Vazgeç,
Discard changes?,Değişikliklerden vazgeç?,
Download,İndir,
Duplicate Holiday List,Tatil Listesini Kopyala,
Duplicate SLA Policy,SLA Politikasını Kopyala,
Duration,Süre,
Edit,Düzenle,
Edit Title,Başlığı Düzenle,
Edit response and resolution,Yanıt ve çözümü düzenle,
Email ID,E-posta ID,
Email Id,E-posta Id,
Emails,E-postalar,
Enable Agent,Temsilciyi Etkinleştir,
Enable Incoming,Geleni Etkinleştir,
Enable Outgoing,Gideni Etkinleştir,
End time,Bitiş zamanı,
Equals,Eşittir,
Every fifth week,Her beşinci hafta,
Every first week,Her ilk hafta,
Every fourth week,Her dördüncü hafta,
Every second week,Her ikinci hafta,
Every third week,Her üçüncü hafta,
Every week,Her hafta,
Exotel number,Exotel numarası,
Expected Resolution,Beklenen Çözüm,
Export,Dışa Aktar,
Export Type,Dışa Aktarma Türü,
Fiber altyapÄ± sorgulama sonucu alamÄ±yorum,Fiber altyapı sorgulama sonucu alamıyorum,
Field,Alan,
First Name,Ad,
First name,Ad,
Font Color,Yazı Rengi,
Frappe Helpdesk,HelpdeskAI,
Frappe Mail Site,HelpdeskAI Mail Website,
From (number),Kimden (numara),
From date,Başlangıç tarihi,
General,Genel,
Getting started,Başlangıç,
HD Service Holiday List Name,HD Hizmet Tatil Listesi Adı,
Heading 1,Başlık 1,
Heading 2,Başlık 2,
Heading 3,Başlık 3,
Heading 4,Başlık 4,
Heading 5,Başlık 5,
Heading 6,Başlık 6,
Help centre,Yardım merkezi,
Horizontal Rule,Yatay Çizgi,
"I understand, add conditions","Anlıyorum, koşulları ekle",
In,İçinde,
In Progress,Devam Ediyor,
Inactive,Pasif,
Incoming,Gelen,
Initiated,Başlatıldı,
Insert Table,Tablo Ekle,
Integrations,Entegrasyonlar,
Invite Agents,Temsilcileri Davet Et,
Invite as user,Kullanıcı olarak davet et,
Invite by email,E-posta ile davet et,
Is,Eşittir,
Italic,İtalik,
Jump to,Git,
Jump to ticket,Talebe git,
Last 6 Months,Son 6 Ay,
Last Month,Geçen Ay,
Last Name,Soyad,
Last Quarter,Geçen Çeyrek,
Last Updated By,Son Güncelleyen,
Last Updated On,Son Güncelleme Tarihi,
Last Week,Geçen Hafta,
Last Year,Geçen Yıl,
Learn more about SLA,SLA hakkında daha fazla bilgi,
Like,Gibi,
Link to a customer,Müşteriye bağla,
List View,Liste Görünümü,
Load More,Daha Fazla Yükle,
Log a Call,Arama Kaydet,
Login to Frappe Cloud,Frappe Cloud'a Giriş Yap,
Login to Frappe Cloud?,Frappe Cloud'a giriş yapılsın mı?,
Low-Medium,Düşük-Orta,
Make a Call,Arama Yap,
Make call,Arama yap,
Manager,Yönetici,
Mark all as read,Tümünü okundu olarak işaretle,
Medium-High,Orta-Yüksek,
Members,Üyeler,
Merge,Birleştir,
Merge Cells,Hücreleri Birleştir,
Merge Ticket,Talebi Birleştir,
Merge with another category,Başka bir kategori ile birleştir,
Merge with another ticket,Başka bir talep ile birleştir,
Mobile Number,Cep Telefonu,
Modified By,Değiştiren,
Modified On,Değiştirilme Tarihi,
Move,Taşı,
Move To,Şuraya Taşı,
My Filter,Filtrem,
My Open Tickets,Açık Taleplerim,
"National holiday, etc.","Ulusal tatil, vb.",
Nested conditions,İç içe koşullar,
New Article,Yeni Makale,
New Call Log,Yeni Arama Kaydı,
New Canned Response,Yeni Hazır Yanıt,
New Comment,Yeni Yorum,
New Email,Yeni E-posta,
New Holiday List Name,Yeni Tatil Listesi Adı,
New SLA Policy Name,Yeni SLA Politikası Adı,
New Subject,Yeni Konu,
New Ticket,Yeni Talep,
New Ticket Subject,Yeni Talep Konusu,
New contact,Yeni kişi,
New team,Yeni ekip,
Next 6 Months,Önümüzdeki 6 Ay,
Next Month,Gelecek Ay,
Next Quarter,Gelecek Çeyrek,
Next Week,Gelecek Hafta,
Next Year,Gelecek Yıl,
No,Hayır,
No Answer,Cevap Yok,
No Canned Responses Found,Hazır Yanıt Bulunamadı,
No Contacts Found,Kişi Bulunamadı,
No Data,Veri Yok,
No Data Found,Veri Bulunamadı,
No templates found,Şablon bulunamadı,
Not Equals,Eşit Değil,
Not In,İçinde Değil,
Not Like,Benzemez,
Not Saved,Kaydedilmedi,
Not Set,Ayarlanmadı,
Now,Şimdi,
Numbered List,Numaralı Liste,
NÃ¶tr,Nötr,
Open nested conditions,İç içe koşulları aç,
Options,Seçenekler,
Outgoing,Giden,
Owner,Sahip,
Paragraph,Paragraf,
Password,Şifre,
Personal mobile no,Kişisel cep telefonu,
Phone,Telefon,
Product Experts,Ürün Uzmanları,
Product experts,Ürün uzmanları,
Pull Emails,E-postaları Çek,
Question,Soru,
Queued,Kuyrukta,
Rate this ticket,Bu talebi değerlendirin,
Receiver,Alıcı,
Record Calls,Aramaları Kaydet,
Redo,Yinele,
Refresh,Yenile,
Refresh Apps,Uygulamaları Yenile,
Reject,Reddet,
Remove,Kaldır,
Remove group,Grubu kaldır,
Remove photo,Fotoğrafı kaldır,
Rename Subject,Konuyu Yeniden Adlandır,
Rename team,Ekibi yeniden adlandır,
Repetition,Tekrar,
Reply,Yanıtla,
Reset,Sıfırla,
Reset Changes,Değişiklikleri Sıfırla,
Reset all,Tümünü sıfırla,
Reset onboarding steps,Başlangıç adımlarını sıfırla,
Reset to Default,Varsayılana Sıfırla,
Response time,Yanıt süresi,
Ringing,Çalıyor,
Role,Rol,
SLA Policies,SLA Politikaları,
SLAs align your team and customers with defined timelines for a reliable experience.,SLA'lar ekibinizi ve müşterilerinizi güvenilir bir deneyim için belirli zaman dilimleri ile uyumlu hale getirir.,
Search agents,Temsilcileri ara,
Search articles...,Makaleleri ara...,
Search by keyword,Anahtar kelimeye göre ara,
Search canned responses,Hazır yanıtları ara,
Search index not available. Please contact administrator.,Arama dizini mevcut değil. Lütfen yöneticiye başvurun.,
Search members,Üyeleri ara,
Search query must be at least 2 characters,Arama sorgusu en az 2 karakter olmalıdır,
"Search tickets, comments, and communications...","Talepleri, yorumları ve iletişimleri ara...",
"Search tickets, emails, comments, or #234 to navigate to ticket","Talepleri, e-postaları, yorumları arayın veya #234 ile talebe gidin",
Select,Seç,
Select All,Tümünü Seç,
Select Category,Kategori Seç,
Select Child Field values,Alt Alan değerlerini seç,
Select Ticket,Talep Seç,
Select Workday,İş Günü Seç,
Select an option,Bir seçenek seçin,
Select options...,Seçenekleri seçin...,
Send,Gönder,
Set,Ayarla,
Set Phone Number,Telefon Numarası Ayarla,
Set as default SLA,Varsayılan SLA olarak ayarla,
Set default priority,Varsayılan önceliği ayarla,
"Set working days, hours, and holidays by selecting a predefined schedule or creating a new one.","Önceden tanımlanmış bir program seçerek veya yeni bir tane oluşturarak çalışma günlerini, saatlerini ve tatilleri ayarlayın.",
Share,Paylaş,
Shortcuts,Kısayollar,
Site Down,Site Çalışmıyor,
Skip,Atla,
Skip all,Tümünü atla,
Sort,Sırala,
Source,Kaynak,
Split Cell,Hücreyi Böl,
Split Ticket,Talebi Böl,
Split into new ticket,Yeni talebe böl,
Split ticket,Talebi böl,
Start time,Başlangıç zamanı,
Strikethrough,Üstü Çizili,
Subdomain,Alt Alan Adı,
Support / Sales,Destek / Satış,
Support Issues,Destek Sorunları,
Task List,Görev Listesi,
Teams,Ekipler,
Test Ticket,Test Talebi,
This Month,Bu Ay,
This Quarter,Bu Çeyrek,
This Week,Bu Hafta,
This Year,Bu Yıl,
Ticket Subject,Talep Konusu,
Ticket reopen status,Talep yeniden açma durumu,
Timespan,Zaman Aralığı,
To (number),Kime (numara),
To date,Bitiş tarihi,
Toggle Header Cell,Başlık Hücresini Değiştir,
Toggle Header Column,Başlık Sütununu Değiştir,
Toggle Header Row,Başlık Satırını Değiştir,
Tomorrow,Yarın,
Total number of tickets created,Oluşturulan toplam talep sayısı,
Turn into a group,Gruba dönüştür,
TwiML App Name,TwiML Uygulama Adı,
TwiML App SID,TwiML Uygulama SID,
Twilio number,Twilio numarası,
Type emails,E-postaları yazın,
Unassign Condition JSON,Atama Kaldırma Koşulu JSON,
Underline,Altı Çizili,
Undo,Geri Al,
Ungroup conditions,Koşul grubunu çöz,
Update,Güncelle,
Update Account,Hesabı Güncelle,
Upgrade plan,Planı yükselt,
Upload Image,Resim Yükle,
View Assignment rule,Atama kuralını görüntüle,
Webhook Verify Token,Webhook Doğrulama Token,
Width,Genişlik,
Write your article here...,Makalenizi buraya yazın...,
YalÄ±n Ä°nternet paketi telefon hattÄ± olmadan alÄ±nÄ±r mÄ±?,Yalın İnternet paketi telefon hattı olmadan alınır mı?,
Yes,Evet,
Yesterday,Dün,
Your query has been resolved. Thank you for reaching out.,Sorgunuz çözüldü. Bize ulaştığınız için teşekkür ederiz.,
condition,koşul,
description,açıklama,
desk,masaüstü,
"eg: tesla.com, mycompany.com","örn: tesla.com, sirketim.com",
example.com,ornek.com,
func.def,fonk.tanım,
https://frappemail.com,https://brvsoftware.com.tr,
john.doe@example.com,ahmet.yilmaz@ornek.com,
johndoe@example.com,ahmetyilmaz@ornek.com,
operator,operatör,
symbol,sembol,
"user1@example.com, user2@example.com, ...","kullanici1@ornek.com, kullanici2@ornek.com, ...",
"Can invite new agents, manage tickets, create custom views and manage public views.","Yeni ajanlar davet edebilir, talepleri yönetebilir, özel görünümler oluşturabilir ve genel görünümleri yönetebilir.",
Can manage all aspects of Helpdesk.,Yardım Masasının tüm özelliklerini yönetebilir.,
"Hi John, we are looking into this issue.","Merhaba John, bu sorunu inceliyoruz.",
"If enabled, all outgoing emails will be sent from this account. Note: Only one account can be default outgoing.","Etkinleştirilirse, tüm giden e-postalar bu hesaptan gönderilir. Not: Yalnızca bir hesap varsayılan giden hesap olabilir.",
"If enabled, all replies to your company (eg: replies@yourcomany.com) will come to this account. Note: Only one account can be default incoming.","Etkinleştirilirse, şirketinize gelen tüm yanıtlar (örn: yanitlar@sirketiniz.com) bu hesaba gelir. Not: Yalnızca bir hesap varsayılan gelen hesap olabilir.",
"If enabled, outgoing emails can be sent from this account.","Etkinleştirilirse, bu hesaptan giden e-postalar gönderilebilir.",
"If enabled, tickets can be created from the incoming emails on this account.","Etkinleştirilirse, bu hesaba gelen e-postalardan talepler oluşturulabilir.",
"Width can be in number, pixel or rem (eg. 3, 30px, 10rem)","Genişlik sayı, piksel veya rem olabilir (örn. 3, 30px, 10rem)",
"To know more about setting up email accounts, click",E-posta hesapları ayarlama hakkında daha fazla bilgi için tıklayın,
just now,az önce,
{0} ago,{0} önce,
in {0},{0} içinde,
yesterday,dün,
tomorrow,yarın,
last week,geçen hafta,
next week,gelecek hafta,
last month,geçen ay,
next month,gelecek ay,
last year,geçen yıl,
next year,gelecek yıl,
days,gün,
weeks,hafta,
months,ay,
years,yıl,
hours,saat,
minutes,dakika,
seconds,saniye,
invalid date,geçersiz tarih,
You have a new reply on this ticket,Bu talep hakkında yeni bir yanıt aldınız,
Message,Mesaj,
Please visit the customer portal to reply to this message,Bu mesaja yanıt vermek için lütfen müşteri portalını ziyaret edin,
View in Portal,Portalde Görüntüle,
You have a new reply on the ticket,Talep hakkında yeni bir yanıt aldınız,
Raised By,Tarafından Oluşturuldu,
You can view and respond to this ticket by,Bu talebi görüntüleyip yanıtlamak için,
clicking here,buraya tıklayın,
Regards,Saygılarımızla,
Support Team,Destek Ekibi,
Thanks for reaching out to us. We'd love your feedback on your recent support experience with ticket,Bize ulaştığınız için teşekkürler. Talep ile ilgili son destek deneyiminiz hakkında geri bildiriminizi almayı çok isteriz,
Share Feedback,Geri Bildirim Paylaş,
